trade_week,Gate,Regime_accel,scale,持仓数,总仓位(%),换手率(%),主导板块,主导板块权重(%),周收益(%),成本(bps),NAV
2023-11-10,RISK-OFF,ON,1.0,1,100.0,0.0,周期资源,100.0,-1.2501,0.04,2.7407
2023-11-17,RISK-OFF,ON,1.0,1,100.0,0.0,周期资源,100.0,0.4218,0.0,2.7523
2023-11-24,RISK-OFF,ON,1.0,1,100.0,0.0,周期资源,100.0,-1.6361,0.0,2.7072
2023-12-01,RISK-OFF,ON,1.0,1,100.0,0.0,周期资源,100.0,1.8431,0.0,2.7571
2023-12-08,RISK-OFF,ON,1.0,1,100.0,0.0,周期资源,100.0,0.2648,0.0,2.7644
2023-12-15,RISK-OFF,ON,1.0,1,100.0,0.0,周期资源,100.0,-0.022,0.0,2.7638
2023-12-22,RISK-OFF,ON,1.0,1,100.0,0.0,周期资源,100.0,0.8366,0.0,2.787
2023-12-29,RISK-OFF,ON,1.0,1,100.0,0.0,周期资源,100.0,0.3057,0.0,2.7955
2024-01-05,RISK-OFF,ON,1.0,1,100.0,0.0,周期资源,100.0,0.37,0.0,2.8058
2024-01-12,RISK-OFF,ON,1.0,1,100.0,0.0,周期资源,100.0,-0.4121,0.0,2.7943
2024-01-19,RISK-OFF,ON,1.0,1,100.0,0.0,周期资源,100.0,0.1089,0.0,2.7973
2024-01-26,RISK-OFF,ON,1.0,1,100.0,0.0,周期资源,100.0,-0.5003,0.0,2.7833
2024-02-02,RISK-OFF,ON,1.0,1,100.0,0.0,周期资源,100.0,1.115,0.0,2.8143
2024-02-08,RISK-OFF,ON,1.0,1,100.0,0.0,周期资源,100.0,-0.3027,0.0,2.8058
2024-02-23,RISK-OFF,ON,1.0,1,100.0,0.0,周期资源,100.0,-0.694,0.0,2.7863
2024-03-01,RISK-OFF,ON,1.0,1,100.0,0.0,周期资源,100.0,0.7862,0.0,2.8083
2024-03-08,RISK-OFF,ON,1.0,1,100.0,0.0,周期资源,100.0,4.6371,0.0,2.9385
2024-03-15,RISK-OFF,ON,1.0,1,100.0,0.0,周期资源,100.0,0.2899,0.0,2.947
2024-03-22,RISK-OFF,ON,1.0,1,100.0,0.0,周期资源,100.0,1.0324,0.0,2.9774
2024-03-29,RISK-OFF,ON,1.0,1,100.0,0.0,周期资源,100.0,3.6378,0.0,3.0857
2024-04-03,RISK-OFF,OFF,0.9887,1,98.87,0.57,周期资源,98.87,2.0509,0.0,3.149
2024-04-12,RISK-OFF,OFF,0.9375,1,93.75,2.56,周期资源,93.75,5.0433,0.03,3.3078
2024-04-19,RISK-OFF,OFF,0.9401,1,94.01,0.13,周期资源,94.01,-0.5011,0.13,3.2913
2024-04-26,RISK-OFF,OFF,0.9543,1,95.43,0.71,周期资源,95.43,-2.4155,0.01,3.2118
2024-04-30,RISK-OFF,OFF,0.9448,1,94.48,0.47,周期资源,94.48,-0.797,0.04,3.1862
2024-05-10,RISK-OFF,OFF,0.9396,1,93.96,0.26,周期资源,93.96,1.4639,0.02,3.2328
2024-05-17,RISK-OFF,OFF,0.9611,1,96.11,1.08,周期资源,96.11,0.9026,0.01,3.262
2024-05-24,RISK-OFF,OFF,0.9235,1,92.35,1.88,周期资源,92.35,-1.794,0.05,3.2035
2024-05-31,RISK-OFF,OFF,0.9542,1,95.42,1.54,周期资源,95.42,0.438,0.09,3.2175
2024-06-07,RISK-OFF,OFF,0.962,1,96.2,0.39,周期资源,96.2,1.0105,0.08,3.25
2024-06-14,RISK-OFF,OFF,0.9109,1,91.09,2.56,周期资源,91.09,-2.2701,0.02,3.1762
2024-06-21,RISK-OFF,OFF,0.9016,1,90.16,0.46,周期资源,90.16,1.8505,0.13,3.235
2024-06-28,RISK-OFF,OFF,0.8802,1,88.02,1.07,周期资源,88.02,-1.3391,0.02,3.1917
2024-07-05,RISK-OFF,OFF,0.8759,1,87.59,0.21,周期资源,87.59,1.343,0.05,3.2345
2024-07-12,RISK-OFF,OFF,0.874,1,87.4,0.1,周期资源,87.4,1.1193,0.01,3.2707
2024-07-19,RISK-OFF,OFF,0.8726,1,87.26,0.07,周期资源,87.26,-0.4704,0.0,3.2554
2024-07-26,RISK-OFF,OFF,0.8582,1,85.82,0.72,周期资源,85.82,-1.0746,0.0,3.2204
2024-08-02,RISK-OFF,OFF,0.8412,1,84.12,0.85,周期资源,84.12,2.4799,0.04,3.3002
2024-08-09,RISK-OFF,ON,0.8156,1,81.56,1.28,周期资源,81.56,-1.6065,0.04,3.2472
2024-08-16,RISK-OFF,ON,0.8181,1,81.81,0.13,周期资源,81.81,0.8236,0.06,3.274
2024-08-23,RISK-OFF,ON,0.8251,1,82.51,0.35,周期资源,82.51,0.7882,0.01,3.2998
2024-08-30,RISK-OFF,ON,0.8246,1,82.46,0.02,周期资源,82.46,0.2724,0.02,3.3088
2024-09-06,RISK-OFF,ON,0.8981,1,89.81,3.67,周期资源,89.81,-0.0905,0.0,3.3058
2024-09-13,RISK-OFF,ON,0.8917,1,89.17,0.32,周期资源,89.17,1.4782,0.18,3.3546
2024-09-20,RISK-OFF,ON,0.8921,1,89.21,0.02,周期资源,89.21,0.8352,0.02,3.3827
2024-09-27,RISK-ON,ON,0.9411,6,94.11,91.66,地产链,27.45,1.3534,0.0,3.4284
2024-09-30,RISK-ON,ON,0.649,5,64.9,48.81,科技成长,27.04,9.37,4.58,3.7497
2024-10-11,RISK-ON,ON,0.6083,6,60.83,27.38,科技成长,40.55,-3.9485,2.44,3.6016
2024-10-18,RISK-ON,ON,0.5407,7,54.07,21.4,科技成长,36.05,4.6171,1.37,3.7679
2024-10-25,RISK-ON,ON,0.5532,7,55.32,9.64,科技成长,36.88,0.1598,1.07,3.7739
2024-11-01,RISK-ON,OFF,0.5433,7,54.33,7.28,科技成长,29.43,-1.4135,0.48,3.7206
2024-11-08,RISK-ON,OFF,0.4757,6,47.57,18.39,科技成长,25.77,5.064,0.36,3.909
2024-11-15,RISK-ON,OFF,0.4483,6,44.83,27.52,新能源,18.68,-2.546,0.92,3.8095
2024-11-22,RISK-ON,OFF,0.4462,4,44.62,18.6,科技成长,18.59,-1.0994,1.38,3.7676
2024-11-29,RISK-ON,OFF,0.4451,5,44.51,13.04,科技成长,24.11,0.93,0.93,3.8026
2024-12-06,RISK-ON,OFF,0.4425,4,44.25,31.48,红利,12.91,1.2716,0.65,3.851
2024-12-13,RISK-ON,OFF,0.4485,5,44.85,26.04,农业,13.08,-0.1182,1.57,3.8464
2024-12-20,RISK-ON,OFF,0.4408,5,44.08,31.61,科技成长,18.37,-1.282,1.3,3.7971
2024-12-27,RISK-ON,OFF,0.4437,5,44.37,25.82,科技成长,18.49,0.005,1.58,3.7973
2025-01-03,RISK-ON,OFF,0.4201,6,42.01,18.68,周期资源,17.51,-2.5636,1.29,3.7
2025-01-10,RISK-ON,OFF,0.4204,6,42.04,5.27,周期资源,17.52,0.1943,0.93,3.7072
2025-01-17,RISK-ON,OFF,0.4206,6,42.06,5.26,周期资源,22.78,0.6043,0.26,3.7296
2025-01-24,RISK-ON,OFF,0.4222,6,42.22,19.36,周期资源,22.87,-0.0432,0.26,3.7279
2025-01-27,RISK-ON,OFF,0.4224,6,42.24,29.92,科技成长,22.88,-0.7364,0.97,3.7005
2025-02-07,RISK-ON,OFF,0.3807,6,38.07,13.19,科技成长,25.38,4.424,1.5,3.8642
2025-02-14,RISK-ON,ON,0.3711,6,37.11,12.73,科技成长,24.74,2.2806,0.66,3.9523
2025-02-21,RISK-ON,ON,0.3644,7,36.44,4.89,科技成长,19.74,2.0471,0.64,4.0332
2025-02-28,RISK-ON,ON,0.3422,6,34.22,15.37,新能源,14.26,-2.6473,0.24,3.9265
2025-03-07,RISK-ON,ON,0.34,5,34.0,19.91,科技成长,14.17,1.4,0.77,3.9814
2025-03-14,RISK-ON,ON,0.339,6,33.9,14.17,大消费,9.89,-0.285,1.0,3.9701
2025-03-21,RISK-ON,ON,0.3366,5,33.66,25.33,周期资源,14.02,-0.6638,0.71,3.9437
2025-03-28,RISK-ON,ON,0.3351,5,33.51,29.4,周期资源,13.96,-0.5065,1.27,3.9238
2025-04-03,RISK-ON,ON,0.3615,6,36.15,14.95,农业,10.54,0.4286,1.47,3.9406
2025-04-11,RISK-ON,OFF,0.3756,5,37.56,11.25,农业,10.95,-0.616,0.75,3.9163
2025-04-18,RISK-ON,OFF,0.3963,5,39.63,11.73,地产链,16.51,0.1369,0.56,3.9217
2025-04-25,RISK-ON,OFF,0.3957,6,39.57,11.57,大金融,11.54,-0.3233,0.59,3.909
2025-04-30,RISK-ON,OFF,0.3986,6,39.86,16.63,农业,11.63,-0.4273,0.58,3.8923
2025-05-09,RISK-ON,OFF,0.4423,6,44.23,35.4,科技成长,12.9,0.3728,0.83,3.9068
2025-05-16,RISK-ON,OFF,0.4626,6,46.26,13.92,新能源,19.28,0.3015,1.77,3.9186
2025-05-23,RISK-ON,OFF,0.4683,6,46.83,21.49,新能源,19.51,0.2774,0.7,3.9294
2025-05-30,RISK-ON,OFF,0.4682,6,46.82,33.17,大消费,19.51,-0.6713,1.07,3.9031
2025-06-06,RISK-ON,OFF,0.4713,4,47.13,11.86,大消费,19.64,0.8723,1.66,3.9371
2025-06-13,RISK-ON,OFF,0.463,6,46.3,25.49,周期资源,19.29,1.7588,0.59,4.0064
2025-06-20,RISK-ON,ON,0.4635,5,46.35,21.25,周期资源,19.31,-1.2719,1.27,3.9554
2025-06-27,RISK-ON,ON,0.4595,6,45.95,21.26,科技成长,24.89,1.3335,1.06,4.0082
2025-07-04,RISK-ON,ON,0.4908,6,49.08,35.64,新能源,14.32,0.0205,1.06,4.009
2025-07-11,RISK-ON,ON,0.4802,5,48.02,16.41,新能源,14.01,2.1575,1.78,4.0955
2025-07-18,RISK-ON,ON,0.4785,6,47.85,22.02,科技成长,19.94,1.2009,0.82,4.1447
2025-07-25,RISK-ON,ON,0.477,5,47.7,27.88,周期资源,19.88,1.3014,1.1,4.1986
2025-08-01,RISK-ON,ON,0.4757,6,47.57,25.83,科技成长,25.77,-0.9769,1.39,4.1576
2025-08-08,RISK-ON,ON,0.5695,5,56.95,26.49,科技成长,23.73,0.6526,1.29,4.1847
2025-08-15,RISK-ON,OFF,0.5671,6,56.71,16.66,科技成长,30.72,3.5044,1.32,4.3314
2025-08-22,RISK-ON,OFF,0.5023,6,50.23,17.89,科技成长,33.49,5.5645,0.83,4.5724
2025-08-29,RISK-ON,OFF,0.5174,6,51.74,9.13,科技成长,34.49,4.3186,0.89,4.7698
2025-09-05,RISK-ON,OFF,0.517,7,51.7,15.1,科技成长,28.01,-0.7408,0.46,4.7345
2025-09-12,RISK-ON,OFF,0.5176,7,51.76,8.64,科技成长,28.03,1.7431,0.75,4.817
2025-09-19,RISK-ON,OFF,0.5296,6,52.96,22.17,新能源,28.68,1.0406,0.43,4.8671
2025-09-26,RISK-ON,OFF,0.5376,6,53.76,31.16,新能源,29.12,1.7186,1.11,4.9508
2025-09-30,RISK-ON,OFF,0.5276,6,52.76,15.89,新能源,21.98,2.6244,1.56,5.0807
2025-10-10,RISK-ON,OFF,0.5192,5,51.92,17.62,新能源,21.63,-1.4186,0.79,5.0086
2025-10-17,RISK-ON,OFF,0.4961,5,49.61,27.64,周期资源,26.87,-1.7527,0.88,4.9209
2025-10-24,RISK-ON,OFF,0.4981,4,49.81,20.77,周期资源,20.75,-0.1679,1.38,4.9126
2025-10-31,RISK-ON,OFF,0.5046,4,50.46,6.55,周期资源,21.03,0.4087,1.04,4.9327
2025-11-07,RISK-ON,OFF,0.4922,5,49.22,14.98,新能源,20.51,2.8996,0.33,5.0757
2025-11-14,RISK-ON,OFF,0.4822,6,48.22,14.56,新能源,26.12,-0.8538,0.75,5.0324
2025-11-21,RISK-ON,OFF,0.4249,6,42.49,25.88,周期资源,17.7,-3.665,0.73,4.8479
2025-11-28,RISK-ON,OFF,0.4299,6,42.99,12.64,周期资源,17.91,0.4507,1.29,4.8698
2025-12-05,RISK-ON,OFF,0.4297,5,42.97,32.23,周期资源,17.9,0.4017,0.63,4.8893
2025-12-12,RISK-ON,OFF,0.4314,5,43.14,17.99,科技成长,17.98,0.12,1.61,4.8952
2025-12-19,RISK-ON,OFF,0.441,5,44.1,0.48,科技成长,18.37,-0.0043,0.9,4.895
2025-12-26,RISK-ON,OFF,0.4361,6,43.61,25.68,高端制造,18.17,2.0947,0.02,4.9975
2025-12-31,RISK-ON,OFF,0.4377,6,43.77,20.07,高端制造,18.24,0.5895,1.28,5.027
2026-01-09,RISK-ON,OFF,0.4156,5,41.56,20.15,高端制造,17.32,3.7655,1.0,5.2163
2026-01-16,RISK-ON,OFF,0.4095,6,40.95,25.82,科技成长,22.18,-0.7209,1.01,5.1787
2026-01-23,RISK-ON,OFF,0.4096,6,40.96,18.78,科技成长,17.07,1.0426,1.29,5.2327
2026-01-30,RISK-ON,OFF,0.4065,5,40.65,18.79,科技成长,16.94,-1.1524,0.94,5.1724
2026-02-06,RISK-ON,OFF,0.3908,5,39.08,23.39,新能源,11.4,-1.7423,0.94,5.0823
2026-02-13,RISK-ON,OFF,0.4008,4,40.08,11.9,周期资源,16.7,0.1603,1.17,5.0904
2026-02-27,RISK-ON,OFF,0.4313,6,43.13,17.72,周期资源,28.75,2.0639,0.59,5.1955
2026-03-06,RISK-ON,OFF,0.4693,6,46.93,14.48,周期资源,25.42,0.8007,0.89,5.2371
2026-03-13,RISK-ON,OFF,0.4673,5,46.73,27.36,周期资源,19.47,-0.9308,0.72,5.1883
2026-03-20,RISK-ON,OFF,0.4489,4,44.89,21.26,新能源,13.09,-2.4411,1.37,5.0617
2026-03-27,RISK-ON,OFF,0.4471,5,44.71,31.76,新能源,24.22,-0.8711,1.06,5.0176
2026-04-03,RISK-ON,OFF,0.441,6,44.1,31.54,大消费,23.89,-1.8863,1.59,4.9229
2026-04-10,RISK-ON,OFF,0.4558,6,45.58,24.63,科技成长,24.69,0.5369,1.58,4.9494
2026-04-17,RISK-ON,OFF,0.4505,6,45.05,20.92,科技成长,24.4,1.7787,1.23,5.0374
2026-04-23,RISK-ON,OFF,0.4578,7,45.78,21.01,科技成长,30.52,0.7856,1.05,5.077
