trade_week,操作,ETF名称,ts_code,板块,上周权重(%),本周权重(%),Δ权重(pp),Gate,Regime_accel
2020-08-07,🟡 REBAL,医药ETF,512010.SH,大消费,5.05,4.99,-0.06,RISK-ON,OFF
2020-08-07,🟡 REBAL,军工ETF,512660.SH,高端制造,11.79,6.66,-5.13,RISK-ON,OFF
2020-08-07,🟡 REBAL,红利ETF,515080.SH,红利,11.79,11.65,-0.14,RISK-ON,OFF
2020-08-14,🔴 SELL,有色ETF,159980.SZ,周期资源,4.99,0.0,-4.99,RISK-ON,OFF
2020-08-14,🔴 SELL,创新药ETF,159992.SZ,大消费,11.65,0.0,-11.65,RISK-ON,OFF
2020-08-14,🔴 SELL,医药ETF,512010.SH,大消费,4.99,0.0,-4.99,RISK-ON,OFF
2020-08-14,🟢 BUY,房地产ETF,512200.SH,地产链,0.0,11.43,11.43,RISK-ON,OFF
2020-08-14,🟡 REBAL,军工ETF,512660.SH,高端制造,6.66,11.43,4.77,RISK-ON,OFF
2020-08-14,🟡 REBAL,红利ETF,515080.SH,红利,11.65,11.43,-0.22,RISK-ON,OFF
2020-08-14,🟢 BUY,钢铁ETF,515210.SH,周期资源,0.0,4.9,4.9,RISK-ON,OFF
2020-08-21,🔴 SELL,房地产ETF,512200.SH,地产链,11.43,0.0,-11.43,RISK-ON,OFF
2020-08-21,🟡 REBAL,军工ETF,512660.SH,高端制造,11.43,7.29,-4.14,RISK-ON,OFF
2020-08-21,🟢 BUY,酒ETF,512690.SH,大消费,0.0,5.47,5.47,RISK-ON,OFF
2020-08-21,🟢 BUY,证券ETF,512880.SH,大金融,0.0,7.29,7.29,RISK-ON,OFF
2020-08-21,🟡 REBAL,红利ETF,515080.SH,红利,11.43,12.76,1.33,RISK-ON,OFF
2020-08-21,🟡 REBAL,钢铁ETF,515210.SH,周期资源,4.9,5.47,0.57,RISK-ON,OFF
2020-08-21,🟢 BUY,AI_ETF,515980.SH,科技成长,0.0,5.47,5.47,RISK-ON,OFF
2020-08-28,🟢 BUY,有色ETF,159980.SZ,周期资源,0.0,5.93,5.93,RISK-ON,OFF
2020-08-28,🟢 BUY,房地产ETF,512200.SH,地产链,0.0,7.91,7.91,RISK-ON,OFF
2020-08-28,🟡 REBAL,军工ETF,512660.SH,高端制造,7.29,7.91,0.62,RISK-ON,OFF
2020-08-28,🟡 REBAL,酒ETF,512690.SH,大消费,5.47,5.93,0.46,RISK-ON,OFF
2020-08-28,🔴 SELL,证券ETF,512880.SH,大金融,7.29,0.0,-7.29,RISK-ON,OFF
2020-08-28,🟡 REBAL,红利ETF,515080.SH,红利,12.76,13.83,1.08,RISK-ON,OFF
2020-08-28,🟡 REBAL,钢铁ETF,515210.SH,周期资源,5.47,5.93,0.46,RISK-ON,OFF
2020-08-28,🔴 SELL,AI_ETF,515980.SH,科技成长,5.47,0.0,-5.47,RISK-ON,OFF
2020-09-04,🟡 REBAL,有色ETF,159980.SZ,周期资源,5.93,5.9,-0.03,RISK-ON,OFF
2020-09-04,🟡 REBAL,房地产ETF,512200.SH,地产链,7.91,7.87,-0.04,RISK-ON,OFF
2020-09-04,🔴 SELL,军工ETF,512660.SH,高端制造,7.91,0.0,-7.91,RISK-ON,OFF
2020-09-04,🟡 REBAL,酒ETF,512690.SH,大消费,5.93,13.76,7.83,RISK-ON,OFF
2020-09-04,🟡 REBAL,红利ETF,515080.SH,红利,13.83,13.76,-0.07,RISK-ON,OFF
2020-09-04,🔴 SELL,钢铁ETF,515210.SH,周期资源,5.93,0.0,-5.93,RISK-ON,OFF
2020-09-04,🟢 BUY,煤炭ETF,515220.SH,周期资源,0.0,5.9,5.9,RISK-ON,OFF
2020-09-11,🟡 REBAL,有色ETF,159980.SZ,周期资源,5.9,5.92,0.02,RISK-ON,OFF
2020-09-11,🔴 SELL,房地产ETF,512200.SH,地产链,7.87,0.0,-7.87,RISK-ON,OFF
2020-09-11,🟡 REBAL,酒ETF,512690.SH,大消费,13.76,17.77,4.01,RISK-ON,OFF
2020-09-11,🔴 SELL,红利ETF,515080.SH,红利,13.76,0.0,-13.76,RISK-ON,OFF
2020-09-11,🟢 BUY,钢铁ETF,515210.SH,周期资源,0.0,5.92,5.92,RISK-ON,OFF
2020-09-11,🟡 REBAL,煤炭ETF,515220.SH,周期资源,5.9,17.77,11.87,RISK-ON,OFF
2020-09-18,🔴 SELL,有色ETF,159980.SZ,周期资源,5.92,0.0,-5.92,RISK-ON,OFF
2020-09-18,🟡 REBAL,酒ETF,512690.SH,大消费,17.77,6.68,-11.09,RISK-ON,OFF
2020-09-18,🟢 BUY,新能源车ETF,515030.SH,新能源,0.0,15.6,15.6,RISK-ON,OFF
2020-09-18,🟢 BUY,红利ETF,515080.SH,红利,0.0,15.6,15.6,RISK-ON,OFF
2020-09-18,🔴 SELL,钢铁ETF,515210.SH,周期资源,5.92,0.0,-5.92,RISK-ON,OFF
2020-09-18,🟡 REBAL,煤炭ETF,515220.SH,周期资源,17.77,15.6,-2.17,RISK-ON,OFF
2020-09-25,🔴 SELL,酒ETF,512690.SH,大消费,6.68,0.0,-6.68,RISK-ON,OFF
2020-09-25,🟡 REBAL,新能源车ETF,515030.SH,新能源,15.6,20.81,5.21,RISK-ON,OFF
2020-09-25,🟡 REBAL,红利ETF,515080.SH,红利,15.6,6.94,-8.66,RISK-ON,OFF
2020-09-25,🟢 BUY,钢铁ETF,515210.SH,周期资源,0.0,6.94,6.94,RISK-ON,OFF
2020-09-25,🟡 REBAL,煤炭ETF,515220.SH,周期资源,15.6,20.81,5.21,RISK-ON,OFF
2020-09-30,🟢 BUY,银行ETF,512800.SH,大金融,0.0,6.99,6.99,RISK-ON,OFF
2020-09-30,🟡 REBAL,新能源车ETF,515030.SH,新能源,20.81,20.96,0.15,RISK-ON,OFF
2020-09-30,🔴 SELL,红利ETF,515080.SH,红利,6.94,0.0,-6.94,RISK-ON,OFF
2020-09-30,🟡 REBAL,钢铁ETF,515210.SH,周期资源,6.94,6.99,0.05,RISK-ON,OFF
2020-09-30,🟡 REBAL,煤炭ETF,515220.SH,周期资源,20.81,20.96,0.15,RISK-ON,OFF
2020-10-09,🟢 BUY,医药ETF,512010.SH,大消费,0.0,6.92,6.92,RISK-ON,OFF
2020-10-09,🟢 BUY,半导体ETF,512480.SH,科技成长,0.0,9.22,9.22,RISK-ON,OFF
2020-10-09,🟢 BUY,军工ETF,512660.SH,高端制造,0.0,16.14,16.14,RISK-ON,OFF
2020-10-09,🔴 SELL,银行ETF,512800.SH,大金融,6.99,0.0,-6.99,RISK-ON,OFF
2020-10-09,🟡 REBAL,新能源车ETF,515030.SH,新能源,20.96,16.14,-4.82,RISK-ON,OFF
2020-10-09,🟢 BUY,红利ETF,515080.SH,红利,0.0,6.92,6.92,RISK-ON,OFF
2020-10-09,🔴 SELL,钢铁ETF,515210.SH,周期资源,6.99,0.0,-6.99,RISK-ON,OFF
2020-10-09,🔴 SELL,煤炭ETF,515220.SH,周期资源,20.96,0.0,-20.96,RISK-ON,OFF
2020-10-16,🟢 BUY,创新药ETF,159992.SZ,大消费,0.0,6.92,6.92,RISK-ON,OFF
2020-10-16,🟡 REBAL,医药ETF,512010.SH,大消费,6.92,16.16,9.24,RISK-ON,OFF
2020-10-16,🔴 SELL,半导体ETF,512480.SH,科技成长,9.22,0.0,-9.22,RISK-ON,OFF
2020-10-16,🟡 REBAL,军工ETF,512660.SH,高端制造,16.14,9.23,-6.91,RISK-ON,OFF
2020-10-16,🟢 BUY,酒ETF,512690.SH,大消费,0.0,6.92,6.92,RISK-ON,OFF
2020-10-16,🟡 REBAL,新能源车ETF,515030.SH,新能源,16.14,9.23,-6.91,RISK-ON,OFF
2020-10-16,🔴 SELL,红利ETF,515080.SH,红利,6.92,0.0,-6.92,RISK-ON,OFF
2020-10-16,🟢 BUY,煤炭ETF,515220.SH,周期资源,0.0,6.92,6.92,RISK-ON,OFF
2020-10-23,🟢 BUY,有色ETF,159980.SZ,周期资源,0.0,6.58,6.58,RISK-ON,OFF
2020-10-23,🔴 SELL,创新药ETF,159992.SZ,大消费,6.92,0.0,-6.92,RISK-ON,OFF
2020-10-23,🔴 SELL,医药ETF,512010.SH,大消费,16.16,0.0,-16.16,RISK-ON,OFF
2020-10-23,🔴 SELL,军工ETF,512660.SH,高端制造,9.23,0.0,-9.23,RISK-ON,OFF
2020-10-23,🟡 REBAL,酒ETF,512690.SH,大消费,6.92,15.35,8.43,RISK-ON,OFF
2020-10-23,🟢 BUY,银行ETF,512800.SH,大金融,0.0,15.35,15.35,RISK-ON,OFF
2020-10-23,🟡 REBAL,新能源车ETF,515030.SH,新能源,9.23,15.35,6.12,RISK-ON,OFF
2020-10-23,🔴 SELL,煤炭ETF,515220.SH,周期资源,6.92,0.0,-6.92,RISK-ON,OFF
2020-10-30,🔴 SELL,有色ETF,159980.SZ,周期资源,6.58,0.0,-6.58,RISK-ON,OFF
2020-10-30,🟢 BUY,医药ETF,512010.SH,大消费,0.0,6.58,6.58,RISK-ON,OFF
2020-10-30,🔴 SELL,银行ETF,512800.SH,大金融,15.35,0.0,-15.35,RISK-ON,OFF
2020-10-30,🟢 BUY,红利ETF,515080.SH,红利,0.0,15.36,15.36,RISK-ON,OFF
2020-11-06,🔴 SELL,医药ETF,512010.SH,大消费,6.58,0.0,-6.58,RISK-ON,OFF
2020-11-06,🟡 REBAL,酒ETF,512690.SH,大消费,15.36,14.83,-0.53,RISK-ON,OFF
2020-11-06,🟡 REBAL,新能源车ETF,515030.SH,新能源,15.36,14.83,-0.53,RISK-ON,OFF
2020-11-06,🟡 REBAL,红利ETF,515080.SH,红利,15.36,14.83,-0.53,RISK-ON,OFF
2020-11-06,🟢 BUY,钢铁ETF,515210.SH,周期资源,0.0,6.36,6.36,RISK-ON,OFF
2020-11-13,🟡 REBAL,酒ETF,512690.SH,大消费,14.83,6.38,-8.45,RISK-ON,OFF
2020-11-13,🟡 REBAL,新能源车ETF,515030.SH,新能源,14.83,14.88,0.05,RISK-ON,OFF
2020-11-13,🟡 REBAL,红利ETF,515080.SH,红利,14.83,14.88,0.05,RISK-ON,OFF
2020-11-13,🟡 REBAL,钢铁ETF,515210.SH,周期资源,6.36,14.88,8.53,RISK-ON,OFF
2020-11-20,🟡 REBAL,酒ETF,512690.SH,大消费,6.38,6.62,0.24,RISK-ON,OFF
2020-11-20,🟡 REBAL,新能源车ETF,515030.SH,新能源,14.88,8.83,-6.05,RISK-ON,OFF
2020-11-20,🟡 REBAL,红利ETF,515080.SH,红利,14.88,15.45,0.57,RISK-ON,OFF
2020-11-20,🟡 REBAL,钢铁ETF,515210.SH,周期资源,14.88,15.45,0.57,RISK-ON,OFF
2020-11-20,🟢 BUY,煤炭ETF,515220.SH,周期资源,0.0,6.62,6.62,RISK-ON,OFF
2020-11-27,🟢 BUY,有色ETF,159980.SZ,周期资源,0.0,6.6,6.6,RISK-ON,OFF
2020-11-27,🟢 BUY,军工ETF,512660.SH,高端制造,0.0,8.8,8.8,RISK-ON,OFF
2020-11-27,🔴 SELL,酒ETF,512690.SH,大消费,6.62,0.0,-6.62,RISK-ON,OFF
2020-11-27,🟡 REBAL,新能源车ETF,515030.SH,新能源,8.83,8.8,-0.03,RISK-ON,OFF
2020-11-27,🟡 REBAL,红利ETF,515080.SH,红利,15.45,15.4,-0.05,RISK-ON,OFF
2020-11-27,🟡 REBAL,钢铁ETF,515210.SH,周期资源,15.45,6.6,-8.85,RISK-ON,OFF
2020-11-27,🟡 REBAL,煤炭ETF,515220.SH,周期资源,6.62,6.6,-0.02,RISK-ON,OFF
2020-12-04,🟡 REBAL,有色ETF,159980.SZ,周期资源,6.6,6.64,0.04,RISK-ON,ON
2020-12-04,🟡 REBAL,军工ETF,512660.SH,高端制造,8.8,8.85,0.05,RISK-ON,ON
2020-12-04,🟢 BUY,酒ETF,512690.SH,大消费,0.0,6.64,6.64,RISK-ON,ON
2020-12-04,🟢 BUY,银行ETF,512800.SH,大金融,0.0,8.85,8.85,RISK-ON,ON
2020-12-04,🔴 SELL,新能源车ETF,515030.SH,新能源,8.8,0.0,-8.8,RISK-ON,ON
2020-12-04,🟡 REBAL,红利ETF,515080.SH,红利,15.4,15.49,0.09,RISK-ON,ON
2020-12-04,🔴 SELL,钢铁ETF,515210.SH,周期资源,6.6,0.0,-6.6,RISK-ON,ON
2020-12-04,🟡 REBAL,煤炭ETF,515220.SH,周期资源,6.6,6.64,0.04,RISK-ON,ON
2020-12-11,🟡 REBAL,有色ETF,159980.SZ,周期资源,6.64,6.55,-0.09,RISK-ON,ON
2020-12-11,🟡 REBAL,军工ETF,512660.SH,高端制造,8.85,8.74,-0.11,RISK-ON,ON
2020-12-11,🟡 REBAL,酒ETF,512690.SH,大消费,6.64,15.29,8.65,RISK-ON,ON
2020-12-11,🟡 REBAL,银行ETF,512800.SH,大金融,8.85,6.55,-2.3,RISK-ON,ON
2020-12-11,🔴 SELL,红利ETF,515080.SH,红利,15.49,0.0,-15.49,RISK-ON,ON
2020-12-11,🟡 REBAL,煤炭ETF,515220.SH,周期资源,6.64,15.29,8.65,RISK-ON,ON
2020-12-18,🟡 REBAL,有色ETF,159980.SZ,周期资源,6.55,15.36,8.81,RISK-ON,ON
2020-12-18,🟢 BUY,医药ETF,512010.SH,大消费,0.0,6.58,6.58,RISK-ON,ON
2020-12-18,🔴 SELL,军工ETF,512660.SH,高端制造,8.74,0.0,-8.74,RISK-ON,ON
2020-12-18,🟡 REBAL,酒ETF,512690.SH,大消费,15.29,15.36,0.07,RISK-ON,ON
2020-12-18,🔴 SELL,银行ETF,512800.SH,大金融,6.55,0.0,-6.55,RISK-ON,ON
2020-12-18,🟢 BUY,新能源车ETF,515030.SH,新能源,0.0,15.36,15.36,RISK-ON,ON
2020-12-18,🔴 SELL,煤炭ETF,515220.SH,周期资源,15.29,0.0,-15.29,RISK-ON,ON
2020-12-25,🔴 SELL,有色ETF,159980.SZ,周期资源,15.36,0.0,-15.36,RISK-ON,ON
2020-12-25,🟢 BUY,创新药ETF,159992.SZ,大消费,0.0,6.58,6.58,RISK-ON,ON
2020-12-25,🟡 REBAL,医药ETF,512010.SH,大消费,6.58,15.36,8.77,RISK-ON,ON
2020-12-25,🟢 BUY,军工ETF,512660.SH,高端制造,0.0,8.77,8.77,RISK-ON,ON
2020-12-25,🟡 REBAL,酒ETF,512690.SH,大消费,15.36,6.58,-8.78,RISK-ON,ON
2020-12-31,🟡 REBAL,医药ETF,512010.SH,大消费,15.36,6.59,-8.77,RISK-ON,ON
2020-12-31,🟡 REBAL,酒ETF,512690.SH,大消费,6.58,15.37,8.79,RISK-ON,ON
2020-12-31,🟡 REBAL,新能源车ETF,515030.SH,新能源,15.36,15.37,0.02,RISK-ON,ON
2021-01-08,🔴 SELL,创新药ETF,159992.SZ,大消费,6.59,0.0,-6.59,RISK-ON,ON
2021-01-08,🟡 REBAL,医药ETF,512010.SH,大消费,6.59,6.7,0.11,RISK-ON,ON
2021-01-08,🟡 REBAL,军工ETF,512660.SH,高端制造,8.78,15.64,6.85,RISK-ON,ON
2021-01-08,🟡 REBAL,酒ETF,512690.SH,大消费,15.37,15.64,0.27,RISK-ON,ON
2021-01-08,🟡 REBAL,新能源车ETF,515030.SH,新能源,15.37,15.64,0.27,RISK-ON,ON
2021-01-15,🟡 REBAL,医药ETF,512010.SH,大消费,6.7,6.69,-0.01,RISK-ON,ON
2021-01-15,🟢 BUY,半导体ETF,512480.SH,科技成长,0.0,8.92,8.92,RISK-ON,ON
2021-01-15,🟡 REBAL,军工ETF,512660.SH,高端制造,15.64,15.61,-0.03,RISK-ON,ON
2021-01-15,🔴 SELL,酒ETF,512690.SH,大消费,15.64,0.0,-15.64,RISK-ON,ON
2021-01-15,🟡 REBAL,新能源车ETF,515030.SH,新能源,15.64,15.61,-0.03,RISK-ON,ON
2021-01-15,🟢 BUY,AI_ETF,515980.SH,科技成长,0.0,6.69,6.69,RISK-ON,ON
2021-01-22,🟢 BUY,创新药ETF,159992.SZ,大消费,0.0,6.51,6.51,RISK-ON,ON
2021-01-22,🟡 REBAL,医药ETF,512010.SH,大消费,6.69,6.51,-0.18,RISK-ON,ON
2021-01-22,🔴 SELL,半导体ETF,512480.SH,科技成长,8.92,0.0,-8.92,RISK-ON,ON
2021-01-22,🟡 REBAL,军工ETF,512660.SH,高端制造,15.61,8.68,-6.92,RISK-ON,ON
2021-01-22,🟡 REBAL,新能源车ETF,515030.SH,新能源,15.61,8.68,-6.92,RISK-ON,ON
2021-01-22,🟢 BUY,通信ETF,515880.SH,科技成长,0.0,6.51,6.51,RISK-ON,ON
2021-01-22,🟡 REBAL,AI_ETF,515980.SH,科技成长,6.69,15.19,8.51,RISK-ON,ON
2021-01-29,🟢 BUY,有色ETF,159980.SZ,周期资源,0.0,5.84,5.84,RISK-ON,OFF
2021-01-29,🟡 REBAL,创新药ETF,159992.SZ,大消费,6.51,5.84,-0.67,RISK-ON,OFF
2021-01-29,🟡 REBAL,医药ETF,512010.SH,大消费,6.51,13.63,7.12,RISK-ON,OFF
2021-01-29,🔴 SELL,军工ETF,512660.SH,高端制造,8.68,0.0,-8.68,RISK-ON,OFF
2021-01-29,🟢 BUY,银行ETF,512800.SH,大金融,0.0,13.63,13.63,RISK-ON,OFF
2021-01-29,🟡 REBAL,新能源车ETF,515030.SH,新能源,8.68,7.79,-0.89,RISK-ON,OFF
2021-01-29,🔴 SELL,通信ETF,515880.SH,科技成长,6.51,0.0,-6.51,RISK-ON,OFF
2021-01-29,🔴 SELL,AI_ETF,515980.SH,科技成长,15.19,0.0,-15.19,RISK-ON,OFF
2021-02-05,🟡 REBAL,创新药ETF,159992.SZ,大消费,5.84,17.55,11.71,RISK-ON,OFF
2021-02-05,🟡 REBAL,医药ETF,512010.SH,大消费,13.63,5.85,-7.78,RISK-ON,OFF
2021-02-05,🟡 REBAL,银行ETF,512800.SH,大金融,13.63,17.55,3.92,RISK-ON,OFF
2021-02-05,🔴 SELL,新能源车ETF,515030.SH,新能源,7.79,0.0,-7.79,RISK-ON,OFF
2021-02-10,🟡 REBAL,有色ETF,159980.SZ,周期资源,5.85,13.75,7.9,RISK-ON,OFF
2021-02-10,🟡 REBAL,创新药ETF,159992.SZ,大消费,17.55,5.89,-11.66,RISK-ON,OFF
2021-02-10,🟡 REBAL,医药ETF,512010.SH,大消费,5.85,13.75,7.9,RISK-ON,OFF
2021-02-10,🟢 BUY,酒ETF,512690.SH,大消费,0.0,5.89,5.89,RISK-ON,OFF
2021-02-10,🔴 SELL,银行ETF,512800.SH,大金融,17.55,0.0,-17.55,RISK-ON,OFF
2021-02-10,🟢 BUY,新能源车ETF,515030.SH,新能源,0.0,7.86,7.86,RISK-ON,OFF
2021-02-19,🟡 REBAL,有色ETF,159980.SZ,周期资源,13.75,13.71,-0.04,RISK-ON,OFF
2021-02-19,🔴 SELL,创新药ETF,159992.SZ,大消费,5.89,0.0,-5.89,RISK-ON,OFF
2021-02-19,🔴 SELL,医药ETF,512010.SH,大消费,13.75,0.0,-13.75,RISK-ON,OFF
2021-02-19,🟡 REBAL,酒ETF,512690.SH,大消费,5.89,7.84,1.94,RISK-ON,OFF
2021-02-19,🔴 SELL,新能源车ETF,515030.SH,新能源,7.86,0.0,-7.86,RISK-ON,OFF
2021-02-19,🟢 BUY,红利ETF,515080.SH,红利,0.0,13.71,13.71,RISK-ON,OFF
2021-02-19,🟢 BUY,钢铁ETF,515210.SH,周期资源,0.0,5.88,5.88,RISK-ON,OFF
2021-02-19,🟢 BUY,煤炭ETF,515220.SH,周期资源,0.0,5.88,5.88,RISK-ON,OFF
2021-02-26,🟡 REBAL,有色ETF,159980.SZ,周期资源,13.71,13.43,-0.28,RISK-ON,OFF
2021-02-26,🟢 BUY,房地产ETF,512200.SH,地产链,0.0,13.43,13.43,RISK-ON,OFF
2021-02-26,🔴 SELL,酒ETF,512690.SH,大消费,7.84,0.0,-7.84,RISK-ON,OFF
2021-02-26,🟡 REBAL,红利ETF,515080.SH,红利,13.71,13.43,-0.28,RISK-ON,OFF
2021-02-26,🟡 REBAL,钢铁ETF,515210.SH,周期资源,5.88,5.76,-0.12,RISK-ON,OFF
2021-02-26,🔴 SELL,煤炭ETF,515220.SH,周期资源,5.88,0.0,-5.88,RISK-ON,OFF
2021-03-05,🟡 REBAL,有色ETF,159980.SZ,周期资源,13.43,5.77,-7.66,RISK-ON,OFF
2021-03-05,🟡 REBAL,房地产ETF,512200.SH,地产链,13.43,7.7,-5.73,RISK-ON,OFF
2021-03-05,🟡 REBAL,红利ETF,515080.SH,红利,13.43,13.47,0.04,RISK-ON,OFF
2021-03-05,🟡 REBAL,钢铁ETF,515210.SH,周期资源,5.76,13.47,7.71,RISK-ON,OFF
2021-03-05,🟢 BUY,煤炭ETF,515220.SH,周期资源,0.0,5.77,5.77,RISK-ON,OFF
2021-03-12,🟡 REBAL,有色ETF,159980.SZ,周期资源,5.77,5.81,0.03,RISK-ON,OFF
2021-03-12,🟡 REBAL,房地产ETF,512200.SH,地产链,7.7,7.74,0.05,RISK-ON,OFF
2021-03-12,🟡 REBAL,红利ETF,515080.SH,红利,13.47,13.55,0.08,RISK-ON,OFF
2021-03-12,🟡 REBAL,钢铁ETF,515210.SH,周期资源,13.47,13.55,0.08,RISK-ON,OFF
2021-03-12,🟡 REBAL,煤炭ETF,515220.SH,周期资源,5.77,5.81,0.03,RISK-ON,OFF
2021-03-19,🔴 SELL,有色ETF,159980.SZ,周期资源,5.81,0.0,-5.81,RISK-ON,OFF
2021-03-19,🟡 REBAL,房地产ETF,512200.SH,地产链,7.74,13.51,5.77,RISK-ON,OFF
2021-03-19,🟡 REBAL,红利ETF,515080.SH,红利,13.55,13.51,-0.04,RISK-ON,OFF
2021-03-19,🟡 REBAL,钢铁ETF,515210.SH,周期资源,13.55,13.51,-0.04,RISK-ON,OFF
2021-03-19,🟡 REBAL,煤炭ETF,515220.SH,周期资源,5.81,5.79,-0.02,RISK-ON,OFF
2021-03-25,🔴 SELL,房地产ETF,512200.SH,地产链,13.51,0.0,-13.51,RISK-ON,OFF
2021-03-25,🟡 REBAL,红利ETF,515080.SH,红利,13.51,12.04,-1.46,RISK-ON,OFF
2021-03-25,🟡 REBAL,钢铁ETF,515210.SH,周期资源,13.51,12.04,-1.46,RISK-ON,OFF
2021-03-25,🔴 SELL,煤炭ETF,515220.SH,周期资源,5.79,0.0,-5.79,RISK-ON,OFF
2021-03-26,🟢 BUY,黄金ETF,159934.SZ,周期资源,0.0,11.96,11.96,RISK-ON,OFF
2021-03-26,🟢 BUY,有色ETF,159980.SZ,周期资源,0.0,5.98,5.98,RISK-ON,OFF
2021-03-26,🟢 BUY,创新药ETF,159992.SZ,大消费,0.0,5.98,5.98,RISK-ON,OFF
2021-03-26,🟡 REBAL,红利ETF,515080.SH,红利,12.04,17.94,5.9,RISK-ON,OFF
2021-03-26,🔴 SELL,钢铁ETF,515210.SH,周期资源,12.04,0.0,-12.04,RISK-ON,OFF
2021-03-26,🟢 BUY,煤炭ETF,515220.SH,周期资源,0.0,5.98,5.98,RISK-ON,OFF
2021-04-02,🔴 SELL,黄金ETF,159934.SZ,周期资源,11.96,0.0,-11.96,RISK-ON,OFF
2021-04-02,🔴 SELL,有色ETF,159980.SZ,周期资源,5.98,0.0,-5.98,RISK-ON,OFF
2021-04-02,🟡 REBAL,创新药ETF,159992.SZ,大消费,5.98,6.07,0.09,RISK-ON,OFF
2021-04-02,🟢 BUY,医药ETF,512010.SH,大消费,0.0,6.07,6.07,RISK-ON,OFF
2021-04-02,🟢 BUY,半导体ETF,512480.SH,科技成长,0.0,14.16,14.16,RISK-ON,OFF
2021-04-02,🟢 BUY,军工ETF,512660.SH,高端制造,0.0,8.09,8.09,RISK-ON,OFF
2021-04-02,🟢 BUY,酒ETF,512690.SH,大消费,0.0,14.16,14.16,RISK-ON,OFF
2021-04-02,🔴 SELL,红利ETF,515080.SH,红利,17.94,0.0,-17.94,RISK-ON,OFF
2021-04-02,🔴 SELL,煤炭ETF,515220.SH,周期资源,5.98,0.0,-5.98,RISK-ON,OFF
2021-04-09,🔴 SELL,创新药ETF,159992.SZ,大消费,6.07,0.0,-6.07,RISK-ON,ON
2021-04-09,🟡 REBAL,医药ETF,512010.SH,大消费,6.07,14.0,7.93,RISK-ON,ON
2021-04-09,🟡 REBAL,半导体ETF,512480.SH,科技成长,14.16,14.0,-0.16,RISK-ON,ON
2021-04-09,🔴 SELL,军工ETF,512660.SH,高端制造,8.09,0.0,-8.09,RISK-ON,ON
2021-04-09,🔴 SELL,酒ETF,512690.SH,大消费,14.16,0.0,-14.16,RISK-ON,ON
2021-04-09,🟢 BUY,钢铁ETF,515210.SH,周期资源,0.0,14.0,14.0,RISK-ON,ON
2021-04-09,🟢 BUY,AI_ETF,515980.SH,科技成长,0.0,6.0,6.0,RISK-ON,ON
2021-04-16,🔴 SELL,医药ETF,512010.SH,大消费,14.0,0.0,-14.0,RISK-ON,ON
2021-04-16,🟡 REBAL,半导体ETF,512480.SH,科技成长,14.0,14.42,0.42,RISK-ON,ON
2021-04-16,🟢 BUY,酒ETF,512690.SH,大消费,0.0,14.42,14.42,RISK-ON,ON
2021-04-16,🟡 REBAL,钢铁ETF,515210.SH,周期资源,14.0,14.42,0.42,RISK-ON,ON
2021-04-16,🟡 REBAL,AI_ETF,515980.SH,科技成长,6.0,6.18,0.18,RISK-ON,ON
2021-04-23,🟡 REBAL,半导体ETF,512480.SH,科技成长,14.42,6.11,-8.31,RISK-ON,ON
2021-04-23,🟡 REBAL,酒ETF,512690.SH,大消费,14.42,8.15,-6.27,RISK-ON,ON
2021-04-23,🟢 BUY,新能源车ETF,515030.SH,新能源,0.0,8.15,8.15,RISK-ON,ON
2021-04-23,🟢 BUY,食品ETF,515170.SH,大消费,0.0,6.11,6.11,RISK-ON,ON
2021-04-23,🟡 REBAL,钢铁ETF,515210.SH,周期资源,14.42,14.26,-0.16,RISK-ON,ON
2021-04-23,🟢 BUY,煤炭ETF,515220.SH,周期资源,0.0,6.11,6.11,RISK-ON,ON
2021-04-23,🔴 SELL,AI_ETF,515980.SH,科技成长,6.18,0.0,-6.18,RISK-ON,ON
2021-04-30,🟢 BUY,有色ETF,159980.SZ,周期资源,0.0,6.38,6.38,RISK-ON,ON
2021-04-30,🟢 BUY,创新药ETF,159992.SZ,大消费,0.0,14.89,14.89,RISK-ON,ON
2021-04-30,🔴 SELL,半导体ETF,512480.SH,科技成长,6.11,0.0,-6.11,RISK-ON,ON
2021-04-30,🔴 SELL,酒ETF,512690.SH,大消费,8.15,0.0,-8.15,RISK-ON,ON
2021-04-30,🟡 REBAL,新能源车ETF,515030.SH,新能源,8.15,8.51,0.36,RISK-ON,ON
2021-04-30,🔴 SELL,食品ETF,515170.SH,大消费,6.11,0.0,-6.11,RISK-ON,ON
2021-04-30,🟡 REBAL,钢铁ETF,515210.SH,周期资源,14.26,6.38,-7.87,RISK-ON,ON
2021-04-30,🟡 REBAL,煤炭ETF,515220.SH,周期资源,6.11,14.89,8.78,RISK-ON,ON
2021-05-07,🔴 SELL,创新药ETF,159992.SZ,大消费,14.89,0.0,-14.89,RISK-ON,ON
2021-05-07,🟢 BUY,酒ETF,512690.SH,大消费,0.0,8.51,8.51,RISK-ON,ON
2021-05-07,🟢 BUY,红利ETF,515080.SH,红利,0.0,6.38,6.38,RISK-ON,ON
2021-05-13,🔴 SELL,有色ETF,159980.SZ,周期资源,6.38,0.0,-6.38,RISK-ON,ON
2021-05-13,🟢 BUY,创新药ETF,159992.SZ,大消费,0.0,8.56,8.56,RISK-ON,ON
2021-05-13,🔴 SELL,酒ETF,512690.SH,大消费,8.51,0.0,-8.51,RISK-ON,ON
