trade_week,Gate,Regime_csi,scale,持仓数,总仓位(%),换手率(%),主导板块,主导板块权重(%),周收益(%),成本(bps),NAV
2023-09-22,RISK-OFF,OFF,0.7607,1,76.07,0.28,周期资源,76.07,0.0328,0.07,2.7538
2023-09-28,RISK-OFF,OFF,0.737,1,73.7,1.18,周期资源,73.7,-2.056,0.01,2.6972
2023-10-13,RISK-OFF,OFF,1.0,1,100.0,13.15,周期资源,100.0,-0.504,0.06,2.6836
2023-10-20,RISK-OFF,OFF,1.0,1,100.0,0.0,周期资源,100.0,4.3263,0.66,2.7997
2023-10-27,RISK-OFF,OFF,1.0,1,100.0,0.0,周期资源,100.0,-0.0879,0.0,2.7973
2023-11-03,RISK-OFF,OFF,1.0,1,100.0,0.0,周期资源,100.0,0.3079,0.0,2.8059
2023-11-10,RISK-OFF,ON,1.0,1,100.0,0.0,周期资源,100.0,-1.2497,0.0,2.7708
2023-11-17,RISK-OFF,ON,1.0,1,100.0,0.0,周期资源,100.0,0.4218,0.0,2.7825
2023-11-24,RISK-OFF,ON,1.0,1,100.0,0.0,周期资源,100.0,-1.6361,0.0,2.737
2023-12-01,RISK-OFF,ON,1.0,1,100.0,0.0,周期资源,100.0,1.8431,0.0,2.7874
2023-12-08,RISK-OFF,ON,1.0,1,100.0,0.0,周期资源,100.0,0.2648,0.0,2.7948
2023-12-15,RISK-OFF,ON,1.0,1,100.0,0.0,周期资源,100.0,-0.022,0.0,2.7942
2023-12-22,RISK-OFF,ON,1.0,1,100.0,0.0,周期资源,100.0,0.8366,0.0,2.8176
2023-12-29,RISK-OFF,ON,1.0,1,100.0,0.0,周期资源,100.0,0.3057,0.0,2.8262
2024-01-05,RISK-OFF,ON,1.0,1,100.0,0.0,周期资源,100.0,0.37,0.0,2.8366
2024-01-12,RISK-OFF,ON,1.0,1,100.0,0.0,周期资源,100.0,-0.4121,0.0,2.8249
2024-01-19,RISK-OFF,ON,1.0,1,100.0,0.0,周期资源,100.0,0.1089,0.0,2.828
2024-01-26,RISK-OFF,ON,1.0,1,100.0,0.0,周期资源,100.0,-0.5003,0.0,2.8139
2024-02-02,RISK-OFF,ON,1.0,1,100.0,0.0,周期资源,100.0,1.115,0.0,2.8452
2024-02-08,RISK-OFF,ON,1.0,1,100.0,0.0,周期资源,100.0,-0.3027,0.0,2.8366
2024-02-23,RISK-OFF,ON,1.0,1,100.0,0.0,周期资源,100.0,-0.694,0.0,2.8169
2024-03-01,RISK-OFF,ON,1.0,1,100.0,0.0,周期资源,100.0,0.7862,0.0,2.8391
2024-03-08,RISK-OFF,ON,1.0,1,100.0,0.0,周期资源,100.0,4.6371,0.0,2.9707
2024-03-15,RISK-OFF,ON,1.0,1,100.0,0.0,周期资源,100.0,0.2899,0.0,2.9794
2024-03-22,RISK-OFF,ON,1.0,1,100.0,0.0,周期资源,100.0,1.0324,0.0,3.0101
2024-03-29,RISK-OFF,ON,1.0,1,100.0,0.0,周期资源,100.0,3.6378,0.0,3.1196
2024-04-03,RISK-OFF,ON,0.9887,1,98.87,0.57,周期资源,98.87,2.0509,0.0,3.1836
2024-04-12,RISK-OFF,ON,0.9375,1,93.75,2.56,周期资源,93.75,5.0433,0.03,3.3442
2024-04-19,RISK-OFF,OFF,0.9401,1,94.01,0.13,周期资源,94.01,-0.5011,0.13,3.3274
2024-04-26,RISK-OFF,OFF,0.9543,1,95.43,0.71,周期资源,95.43,-2.4155,0.01,3.247
2024-04-30,RISK-OFF,OFF,0.9448,1,94.48,0.47,周期资源,94.48,-0.797,0.04,3.2211
2024-05-10,RISK-OFF,OFF,0.9396,1,93.96,0.26,周期资源,93.96,1.4639,0.02,3.2683
2024-05-17,RISK-OFF,OFF,0.9611,1,96.11,1.08,周期资源,96.11,0.9026,0.01,3.2978
2024-05-24,RISK-OFF,OFF,0.9235,1,92.35,1.88,周期资源,92.35,-1.794,0.05,3.2386
2024-05-31,RISK-OFF,OFF,0.9542,1,95.42,1.54,周期资源,95.42,0.438,0.09,3.2528
2024-06-07,RISK-OFF,OFF,0.962,1,96.2,0.39,周期资源,96.2,1.0105,0.08,3.2857
2024-06-14,RISK-OFF,OFF,0.9109,1,91.09,2.56,周期资源,91.09,-2.2701,0.02,3.2111
2024-06-21,RISK-OFF,OFF,0.9016,1,90.16,0.46,周期资源,90.16,1.8505,0.13,3.2705
2024-06-28,RISK-OFF,OFF,0.8802,1,88.02,1.07,周期资源,88.02,-1.3391,0.02,3.2267
2024-07-05,RISK-OFF,OFF,0.8759,1,87.59,0.21,周期资源,87.59,1.343,0.05,3.2701
2024-07-12,RISK-OFF,OFF,0.874,1,87.4,0.1,周期资源,87.4,1.1193,0.01,3.3067
2024-07-19,RISK-OFF,OFF,0.8726,1,87.26,0.07,周期资源,87.26,-0.4704,0.0,3.2911
2024-07-26,RISK-OFF,OFF,0.8582,1,85.82,0.72,周期资源,85.82,-1.0746,0.0,3.2557
2024-08-02,RISK-OFF,ON,0.8412,1,84.12,0.85,周期资源,84.12,2.4799,0.04,3.3365
2024-08-09,RISK-OFF,ON,0.8156,1,81.56,1.28,周期资源,81.56,-1.6065,0.04,3.2829
2024-08-16,RISK-OFF,ON,0.8181,1,81.81,0.13,周期资源,81.81,0.8236,0.06,3.3099
2024-08-23,RISK-OFF,ON,0.8251,1,82.51,0.35,周期资源,82.51,0.7882,0.01,3.336
2024-08-30,RISK-OFF,ON,0.8246,1,82.46,0.02,周期资源,82.46,0.2724,0.02,3.3451
2024-09-06,RISK-OFF,ON,0.8981,1,89.81,3.67,周期资源,89.81,-0.0905,0.0,3.3421
2024-09-13,RISK-OFF,ON,0.8917,1,89.17,0.32,周期资源,89.17,1.4782,0.18,3.3915
2024-09-20,RISK-OFF,ON,0.8921,1,89.21,0.02,周期资源,89.21,0.8352,0.02,3.4198
2024-09-27,RISK-ON,ON,0.9411,7,94.11,91.66,AI数字,23.53,1.3534,0.0,3.4661
2024-09-30,RISK-ON,ON,0.6487,6,64.87,39.74,AI数字,24.33,9.3791,4.58,3.7912
2024-10-11,RISK-ON,ON,0.6268,7,62.68,24.6,AI数字,39.17,-3.3364,1.99,3.6647
2024-10-18,RISK-ON,ON,0.5425,7,54.25,11.0,AI数字,33.9,5.1892,1.23,3.8549
2024-10-25,RISK-ON,OFF,0.5556,7,55.56,14.05,AI数字,34.73,0.209,0.55,3.8629
2024-11-01,RISK-ON,OFF,0.5414,7,54.14,20.84,AI数字,27.07,-1.6912,0.7,3.7976
2024-11-08,RISK-ON,OFF,0.4674,7,46.74,14.46,AI数字,23.37,5.3532,1.04,4.0009
2024-11-15,RISK-ON,OFF,0.443,7,44.3,28.91,新能源,16.61,-2.3673,0.72,3.9062
2024-11-22,RISK-ON,OFF,0.4398,5,43.98,22.03,AI数字,16.49,-1.2078,1.45,3.859
2024-11-29,RISK-ON,OFF,0.4386,6,43.86,16.51,AI数字,21.93,0.9935,1.1,3.8973
2024-12-06,RISK-ON,OFF,0.4369,4,43.69,32.85,AI数字,10.92,1.1264,0.83,3.9412
2024-12-13,RISK-ON,OFF,0.4433,6,44.33,22.0,农业,11.08,0.0447,1.64,3.943
2024-12-20,RISK-ON,OFF,0.4365,6,43.65,33.08,AI数字,16.37,-1.1452,1.1,3.8978
2024-12-27,RISK-ON,OFF,0.4391,6,43.91,21.92,大金融,10.98,-0.1307,1.65,3.8927
2025-01-03,RISK-ON,OFF,0.4107,6,41.07,21.6,周期资源,15.4,-2.8501,1.1,3.7818
2025-01-10,RISK-ON,OFF,0.411,7,41.1,15.41,周期资源,15.41,0.2019,1.08,3.7894
2025-01-17,RISK-ON,OFF,0.411,6,41.1,10.27,周期资源,20.55,0.7165,0.77,3.8166
2025-01-24,RISK-ON,OFF,0.4124,7,41.24,20.6,周期资源,20.62,-0.0848,0.51,3.8133
2025-01-27,RISK-ON,OFF,0.4124,7,41.24,25.77,AI数字,20.62,-0.7168,1.03,3.786
2025-02-07,RISK-ON,ON,0.3809,7,38.09,11.1,AI数字,23.8,3.9071,1.29,3.9339
2025-02-14,RISK-ON,ON,0.3732,7,37.32,14.28,AI数字,23.32,2.0853,0.55,4.016
2025-02-21,RISK-ON,ON,0.3684,7,36.84,9.39,AI数字,18.42,1.7899,0.71,4.0878
2025-02-28,RISK-ON,ON,0.345,7,34.5,14.11,新能源,12.94,-2.7223,0.47,3.9766
2025-03-07,RISK-ON,ON,0.3428,6,34.28,17.22,AI数字,12.85,1.3852,0.71,4.0316
2025-03-14,RISK-ON,ON,0.3416,7,34.16,12.87,周期资源,8.54,-0.3368,0.86,4.0181
2025-03-21,RISK-ON,ON,0.3387,6,33.87,21.28,周期资源,12.7,-0.7691,0.64,3.9872
2025-03-28,RISK-ON,ON,0.3376,6,33.76,25.38,周期资源,12.66,-0.4386,1.06,3.9697
2025-04-03,RISK-ON,OFF,0.365,7,36.5,17.91,农业,9.13,0.3505,1.27,3.9836
2025-04-11,RISK-ON,OFF,0.3741,6,37.41,9.58,农业,9.35,-0.78,0.9,3.9525
2025-04-18,RISK-ON,OFF,0.4,6,40.0,15.0,地产链,15.0,0.1108,0.48,3.9569
2025-04-25,RISK-ON,OFF,0.3995,7,39.95,10.01,农业,9.99,-0.3392,0.75,3.9435
2025-04-30,RISK-ON,OFF,0.4041,7,40.41,15.21,AI数字,10.1,-0.277,0.5,3.9325
2025-05-09,RISK-ON,OFF,0.459,7,45.9,38.11,新能源,11.48,0.2503,0.76,3.9424
2025-05-16,RISK-ON,OFF,0.4783,7,47.83,12.2,新能源,17.94,0.1954,1.91,3.9501
2025-05-23,RISK-ON,OFF,0.4851,7,48.51,18.28,新能源,18.19,0.0606,0.61,3.9525
2025-05-30,RISK-ON,ON,0.4872,6,48.72,30.43,医疗,18.27,-0.5514,0.91,3.9307
2025-06-06,RISK-ON,ON,0.4881,5,48.81,12.21,医疗,18.3,1.1358,1.52,3.9753
2025-06-13,RISK-ON,ON,0.4799,6,47.99,18.3,周期资源,12.0,1.6348,0.61,4.0403
2025-06-20,RISK-ON,ON,0.4805,6,48.05,18.02,周期资源,18.02,-1.1788,0.92,3.9927
2025-06-27,RISK-ON,ON,0.4751,7,47.51,18.08,AI数字,17.82,1.4322,0.9,4.0499
2025-07-04,RISK-ON,ON,0.5181,6,51.81,25.91,周期资源,12.95,0.425,0.9,4.0671
2025-07-11,RISK-ON,ON,0.5046,6,50.46,6.98,周期资源,12.61,2.3172,1.3,4.1613
2025-07-18,RISK-ON,ON,0.5044,6,50.44,25.23,周期资源,12.61,0.9321,0.35,4.2001
2025-07-25,RISK-ON,OFF,0.5022,6,50.22,31.47,周期资源,18.83,1.3837,1.26,4.2582
2025-08-01,RISK-ON,OFF,0.5041,6,50.41,25.16,AI数字,18.9,-0.666,1.57,4.2299
2025-08-08,RISK-ON,OFF,0.5934,6,59.34,23.37,高端制造,14.84,0.4951,1.26,4.2508
2025-08-15,RISK-ON,OFF,0.5724,5,57.24,22.52,通信光模块,14.31,4.0391,1.17,4.4225
2025-08-22,RISK-ON,OFF,0.4559,5,45.59,17.22,AI数字,17.1,7.1817,1.13,4.7401
2025-08-29,RISK-ON,OFF,0.4475,5,44.75,6.01,AI数字,16.78,4.8847,0.86,4.9716
2025-09-05,RISK-ON,OFF,0.4387,6,43.87,5.92,AI数字,16.45,-1.3264,0.3,4.9057
2025-09-12,RISK-ON,OFF,0.4344,6,43.44,0.22,AI数字,16.29,2.2707,0.3,5.0171
2025-09-19,RISK-ON,OFF,0.4436,6,44.36,22.18,新能源,22.18,1.1083,0.01,5.0727
2025-09-26,RISK-ON,OFF,0.4473,7,44.73,22.32,新能源,22.37,1.7705,1.11,5.1625
2025-09-30,RISK-ON,OFF,0.4462,6,44.62,16.79,新能源,16.73,1.6643,1.12,5.2484
2025-10-10,RISK-ON,OFF,0.4431,6,44.31,16.73,新能源,16.62,-1.1915,0.84,5.1859
2025-10-17,RISK-ON,OFF,0.4242,6,42.42,21.92,周期资源,21.21,-1.7363,0.84,5.0959
2025-10-24,RISK-ON,OFF,0.4278,5,42.78,21.39,周期资源,16.04,0.3348,1.1,5.1129
2025-10-31,RISK-ON,OFF,0.4306,5,43.06,5.49,周期资源,16.15,0.1947,1.07,5.1229
2025-11-07,RISK-ON,OFF,0.4271,6,42.71,10.85,新能源,16.02,2.1721,0.27,5.2341
2025-11-14,RISK-ON,OFF,0.4175,7,41.75,10.92,新能源,20.88,-1.0131,0.54,5.1811
2025-11-21,RISK-ON,OFF,0.3811,7,38.11,25.64,周期资源,14.29,-2.9799,0.55,5.0267
2025-11-28,RISK-ON,OFF,0.3844,7,38.44,14.45,周期资源,14.41,0.3319,1.28,5.0434
2025-12-05,RISK-ON,OFF,0.3838,5,38.38,28.81,周期资源,14.39,0.2407,0.72,5.0555
2025-12-12,RISK-ON,OFF,0.3847,6,38.47,19.22,AI数字,14.43,0.459,1.44,5.0788
2025-12-19,RISK-ON,OFF,0.39,7,39.0,5.01,AI数字,14.62,-0.2053,0.96,5.0683
2025-12-26,RISK-ON,OFF,0.3881,7,38.81,19.5,高端制造,14.55,1.6667,0.25,5.1528
2025-12-31,RISK-ON,OFF,0.3883,6,38.83,14.56,高端制造,14.56,0.4583,0.97,5.1764
2026-01-09,RISK-ON,OFF,0.3669,6,36.69,19.41,高端制造,13.76,3.8088,0.73,5.3736
2026-01-16,RISK-ON,OFF,0.3634,6,36.34,18.26,AI数字,13.63,-0.4275,0.97,5.3506
2026-01-23,RISK-ON,OFF,0.3636,7,36.36,13.63,周期资源,9.09,0.634,0.91,5.3845
2026-01-30,RISK-ON,OFF,0.3596,6,35.96,18.18,AI数字,8.99,-1.0114,0.68,5.3301
2026-02-06,RISK-ON,OFF,0.3458,5,34.58,22.13,新能源,8.64,-1.7602,0.91,5.2362
2026-02-13,RISK-ON,OFF,0.3539,5,35.39,4.73,周期资源,13.27,0.0859,1.11,5.2407
2026-02-27,RISK-ON,OFF,0.3952,7,39.52,19.24,周期资源,24.7,1.9419,0.24,5.3425
2026-03-06,RISK-ON,OFF,0.4459,7,44.59,17.36,周期资源,22.3,0.497,0.96,5.3691
2026-03-13,RISK-ON,OFF,0.4476,6,44.76,27.96,周期资源,16.79,-1.1629,0.87,5.3066
2026-03-20,RISK-ON,OFF,0.444,5,44.4,16.79,新能源,11.1,-2.0426,1.4,5.1982
2026-03-27,RISK-ON,OFF,0.4443,7,44.43,27.76,新能源,22.22,-0.788,0.84,5.1573
2026-04-03,RISK-ON,OFF,0.4479,7,44.79,22.4,医疗,16.8,-1.3226,1.39,5.0891
2026-04-10,RISK-ON,OFF,0.4532,6,45.32,22.66,AI数字,11.33,1.097,1.12,5.1449
2026-04-17,RISK-ON,OFF,0.4472,6,44.72,16.99,AI数字,16.77,1.8677,1.13,5.241
2026-04-23,RISK-ON,ON,0.4571,6,45.71,17.14,AI数字,22.86,0.9072,0.85,5.2885
